Scientific_Name,ID,Code,CA_ID,CodeNum,Generic,Subsp,Western,California,Gymno,In.FFE,Bark.Thickness.25.4,Bark.Thickness.Source,Wood.density,Wood.density.Source,Decay.class,Decay.class.Source,Leaf.longevity,Leaf.longevity.Source,Leaf.area,Leaf.area.Source,Leaf.CN,Leaf.CN.Source,Leaf.length,Leaf.length.Source,Leaf.lifespan,Leaf.lifespan.Source,Leaf.N,Leaf.N.Source,Leaf.NP,Leaf.NP.Source,Leaf.thickness,Leaf.thickness.Source,Leaf.width,Leaf.width.Source,Plant.height,Plant.height.Source,Plant.lifespan,Plant.lifespan.Source,Seed.dry.mass,Seed.dry.mass.Source,SLA,SLA.Source,SSD,SSD.Source,Stem.diameter,Stem.diameter.Source,Serotiny,Serotiny.Source,Self.pruning,Self.pruning.Source,Flame_duration,Flame_duration.Source,Flame_ht,Flame_ht.Source,Pct_consumed,Pct_consumed.Source,Smolder_duration,Smolder_duration.Source
Populus_spp.,168,Pop_Spp,NA,740,1,NA,NA,NA,0,1,1.016,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_tremuloides,169,Pop_Tre,NA,746,0,0.0,1,1,0,1,1.1176,FVS FFE,21.8,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,1463.13604,TRY,22.6,TRY,NA,NA,4.533333,TRY,18.717835,TRY,10.992999,TRY,NA,NA,5.0,TRY,6.000845,TRY,156.5,TRY,0.159,TRY,14.785341,TRY,0.365,TRY,0.11635345,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus_trichocarpa,170,Pop_Tri,NA,NA,0,0.0,1,1,0,1,1.1176,FVS FFE,19.3,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,TRY,86.66667,TRY,NA,NA,18.233333,TRY,0.37,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prosopis_glandulosa,311,Pro_Gla,NA,756,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prosopis_pubescens,312,Pro_Pub,NA,758,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prosopis_spp.,313,Pro_Spp,NA,755,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_americana,314,Pru_Ame,NA,766,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_avium,315,Pru_Avi,NA,771,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_emarginata,171,Pru_Ema,NA,NA,0,0.0,1,1,0,1,1.5748,FVS FFE,29.3,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,2701.31444,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,TRY,37.33333,TRY,NA,NA,15.030801,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_nigra,316,Pru_Nig,NA,765,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_pensylvanica,172,Pru_Pen,NA,761,0,0.0,1,0,0,1,1.1429999999999998,FVS FFE,29.3,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,22.0,TRY,10.47619,TRY,NA,NA,NA,NA,17.5,TRY,30.0,TRY,34.4,TRY,14.48,TRY,0.36,TRY,0.305,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_persica,317,Pru_Per,NA,764,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_serotina,173,Pru_Ser,NA,762,0,0.0,0,0,0,1,0.7619999999999999,FVS FFE,29.3,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,2703.38713,TRY,23.72883,TRY,83.2,TRY,5.5,TRY,19.056489,TRY,6.4,TRY,NA,NA,3.76,TRY,12.055932,TRY,186.0,TRY,96.8,TRY,18.178799,TRY,0.5893613,TRY,1.2,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_spp.,174,Pru_Spp,NA,760,1,NA,NA,NA,0,1,1.27,FVS FFE,29.3,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_virginiana,175,Pru_Vir,NA,763,0,0.0,1,1,0,1,NA,NA,29.3,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,1688.13326,TRY,NA,NA,NA,NA,NA,NA,16.0,TRY,NA,NA,NA,NA,NA,NA,7.0,TRY,505.0,TRY,61.3,TRY,16.300917,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudotsuga_menziesii,65,Pse_Men,35,202,0,0.0,1,1,1,1,1.6001999999999998,FVS FFE,28.4,FVS FFE,3.0,FVS FFE,5.0,FVS FFE,28.1,TRY,45.0,TRY,21.9165,TRY,NA,NA,13.333182,TRY,3.299177,TRY,0.5075,TRY,0.2107917,TRY,54.256194,TRY,763.33333,TRY,13.8,TRY,11.253217,TRY,0.4433333,TRY,1.32337864,TRY,1,FEIS,5,FEIS,105.8,Fonda et al. 1998 Northwest Sci,26.2,Fonda et al. 1998 Northwest Sci,26.6,Fonda et al. 1998 Northwest Sci,21.8,Fonda et al. 1998 Northwest Sci
Quercus_agrifolia,176,Que_Agr,NA,NA,0,0.0,1,1,0,1,1.27,FVS FFE,49.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,1565.01833,TRY,NA,NA,NA,NA,NA,NA,15.25,TRY,NA,NA,0.1977778,TRY,2.5,TRY,12.75,TRY,250.0,TRY,NA,NA,12.714439,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_alba,177,Que_Alb,NA,802,0,0.0,0,0,0,1,1.016,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,7542.79751,TRY,27.2,TRY,NA,NA,NA,NA,20.588132,TRY,12.866242,TRY,NA,NA,9.625,TRY,29.789474,TRY,600.0,TRY,3020.0,TRY,15.162577,TRY,0.685,TRY,0.56571429,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_bicolor,178,Que_Bic,NA,804,0,0.0,0,0,0,1,1.1429999999999998,FVS FFE,39.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,TRY,22.235294,TRY,325.0,TRY,NA,NA,NA,NA,0.6833333,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_chrysolepsis,179,Que_Chr,NA,805,0,0.0,1,1,0,1,0.6096,FVS FFE,49.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_coccinea,180,Que_Coc,NA,806,0,0.0,0,0,0,1,1.016,FVS FFE,37.4,FVS FFE,2.5,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,5.7,TRY,11.76,TRY,16.880734,TRY,NA,NA,10.5,TRY,24.333333,TRY,NA,NA,NA,NA,11.8,TRY,0.6333333,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_douglasii,181,Que_Dou,NA,NA,0,0.0,1,1,0,1,0.8382,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,1035.0,TRY,NA,NA,NA,NA,NA,NA,18.983724,TRY,NA,NA,NA,NA,2.625,TRY,19.744444,TRY,395.0,TRY,21900.0,TRY,7.659193,TRY,0.75,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_ellipsoidalis,182,Que_Ell,NA,809,0,0.0,0,0,0,1,NA,NA,36.2,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,23.8,TRY,NA,NA,6.0,TRY,19.3,TRY,NA,NA,NA,NA,7.5,TRY,21.0,TRY,NA,NA,NA,NA,14.64536,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_emoryi,318,Que_Emo,NA,810,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_engelmanni,183,Que_Eng,NA,NA,0,0.0,1,1,0,1,1.4986,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_falcata,184,Que_Fal,NA,812,0,0.0,0,0,0,1,1.1176,FVS FFE,35.2,FVS FFE,2.5,FVS FFE,1.0,FVS FFE,6640.87895,TRY,NA,NA,117.48296,TRY,NA,NA,NA,NA,NA,NA,0.1505,TRY,6.5879679,TRY,13.527778,TRY,150.0,TRY,840.0,TRY,11.72416,TRY,0.627,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_gambelii,319,Que_Gam,NA,814,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_garryana,185,Que_Gar,NA,NA,0,0.0,1,1,0,1,0.7366,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,TRY,22.275,TRY,443.33333,TRY,5e3,TRY,NA,NA,0.64,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_grisea,320,Que_Gri,NA,846,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_hypoleucoides,321,Que_Hyp,NA,843,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_ilicifolia,322,Que_Ili,NA,816,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_imbricaria,186,Que_Imb,NA,817,0,0.0,0,0,0,1,1.0413999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,TRY,18.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_incana,323,Que_Inc,NA,842,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_kelloggii,187,Que_Kel,NA,818,0,0.0,1,1,0,1,0.7619999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,4367.0,TRY,NA,NA,NA,NA,NA,NA,16.75,TRY,8.010471,TRY,NA,NA,9.0,TRY,35.066667,TRY,500.0,TRY,5670.0,TRY,9.8395,TRY,0.615,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_laevis,188,Que_Lae,NA,819,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,34.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,11505.62162,TRY,NA,NA,195.9,TRY,7.6,TRY,11.5,TRY,NA,NA,NA,NA,13.6983333,TRY,7.75,TRY,NA,NA,5300.0,TRY,9.470647,TRY,0.639,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_laurifolia,189,Que_Lau,NA,820,0,0.0,0,0,0,1,0.9143999999999999,FVS FFE,34.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,2096.875,TRY,NA,NA,87.27,TRY,NA,NA,NA,NA,NA,NA,NA,NA,3.6816667,TRY,13.567568,TRY,50.0,TRY,810.0,TRY,13.345807,TRY,0.6535,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_lobata,190,Que_Lob,NA,NA,0,0.0,1,1,0,1,1.0921999999999998,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,2485.0,TRY,NA,NA,NA,NA,NA,NA,24.55,TRY,NA,NA,NA,NA,5.5,TRY,25.933333,TRY,NA,NA,4120.0,TRY,9.136333,TRY,0.7,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_lyrata,191,Que_Lyr,NA,822,0,0.0,0,0,0,1,0.9905999999999999,FVS FFE,35.6,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,TRY,22.818182,TRY,400.0,TRY,3250.0,TRY,NA,NA,0.64,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_macrocarpa,192,Que_Mac,NA,823,0,0.0,0,0,0,1,1.0668,FVS FFE,36.2,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,21.3,TRY,NA,NA,6.0,TRY,23.5,TRY,NA,NA,NA,NA,9.5,TRY,32.866667,TRY,400.0,TRY,6050.0,TRY,14.237501,TRY,0.67,TRY,2.1,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_marilandica,193,Que_Mar,NA,840,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,13.786,TRY,13.855276,TRY,NA,NA,10.3333333,TRY,20.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_marilandica,194,Que_Mar,NA,824,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,13.786,TRY,13.855276,TRY,NA,NA,10.3333333,TRY,20.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_michauxii,195,Que_Mic,NA,825,0,0.0,0,0,0,1,1.1683999999999999,FVS FFE,37.4,FVS FFE,2.5,FVS FFE,1.0,FVS FFE,10514.22222,TRY,NA,NA,141.6,TRY,NA,NA,NA,NA,NA,NA,NA,NA,9.53,TRY,9.694444,TRY,NA,NA,6890.0,TRY,19.141598,TRY,0.7315,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_minima,324,Que_Min,NA,841,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_muehlenbergii,196,Que_Mue,NA,826,0,0.0,0,0,0,1,1.0668,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,TRY,20.888889,TRY,NA,NA,NA,NA,19.646365,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_nigra,197,Que_Nig,NA,827,0,0.0,0,0,0,1,0.9143999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,2712.26797,TRY,NA,NA,85.6865,TRY,NA,NA,NA,NA,NA,NA,0.14575,TRY,3.8899848,TRY,11.666667,TRY,NA,NA,1140.0,TRY,13.758322,TRY,0.6915,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_nutallii,198,Que_Nut,NA,NA,0,0.0,0,0,0,1,0.7619999999999999,FVS FFE,34.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_oglethorpensis,325,Que_Ogl,NA,844,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_pagoda,199,Que_Pag,NA,813,0,0.0,0,0,0,1,1.1176,FVS FFE,38.0,FVS FFE,2.5,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,TRY,26.0,TRY,150.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_palustris,200,Que_Pal,NA,830,0,0.0,0,0,0,1,1.0413999999999999,FVS FFE,36.2,FVS FFE,2.5,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,TRY,28.913043,TRY,114.0,TRY,1020.0,TRY,NA,NA,0.655,TRY,1.5,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_phellos,201,Que_Phe,NA,831,0,0.0,0,0,0,1,1.0413999999999999,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,TRY,29.769231,TRY,NA,NA,3070.0,TRY,NA,NA,0.69,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_prinus,326,Que_Pri,NA,832,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_rubra,202,Que_Rub,NA,833,0,0.0,0,0,0,1,1.0668,FVS FFE,34.9,FVS FFE,2.333333,FVS FFE,1.0,FVS FFE,12035.78289,TRY,24.53333,TRY,NA,NA,NA,NA,20.550387,TRY,17.154567,TRY,NA,NA,10.75,TRY,24.990415,TRY,450.0,TRY,2710.0,TRY,15.705276,TRY,0.66,TRY,0.016304,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_shumardii,203,Que_Shu,NA,834,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,34.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,TRY,32.888889,TRY,480.0,TRY,4680.0,TRY,NA,NA,0.644,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_similis,327,Que_Sim,NA,836,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_sinuata,328,Que_Sin,NA,808,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_spp.,204,Que_Spp,NA,800,1,NA,NA,NA,0,1,1.1429999999999998,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,24.404167,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_stellata,205,Que_Ste,NA,835,0,0.0,0,0,0,1,1.1176,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,5019.16667,TRY,NA,NA,111.25033,TRY,NA,NA,15.402,TRY,10.688411,TRY,0.211,TRY,8.217697,TRY,20.6,TRY,350.0,TRY,1400.0,TRY,22.371487,TRY,0.7305,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_texana,329,Que_Tex,NA,828,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_velutina,206,Que_Vel,NA,837,0,0.0,0,0,0,1,1.1429999999999998,FVS FFE,34.9,FVS FFE,2.333333,FVS FFE,1.0,FVS FFE,NA,NA,34.0,TRY,NA,NA,NA,NA,19.86,TRY,15.235294,TRY,NA,NA,11.5,TRY,31.714286,TRY,183.33333,TRY,3090.0,TRY,17.924844,TRY,0.67,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_virginiana,207,Que_Vir,NA,838,0,0.0,0,0,0,1,1.0921999999999998,FVS FFE,49.9,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,1398.11889,TRY,NA,NA,72.92,TRY,11.0,TRY,16.225,TRY,7.733645,TRY,0.2544444,TRY,3.315,TRY,15.410256,TRY,NA,NA,1290.0,TRY,7.408829,TRY,0.946,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus_wislizenii,208,Que_Wis,NA,NA,0,0.0,1,1,0,1,0.8636,FVS FFE,49.9,FVS FFE,2.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,TRY,17.3,TRY,175.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizophora_mangle,330,Rhi_Man,NA,989,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robinia_pseudoacacia,209,Rob_Pse,NA,901,0,0.0,1,1,0,1,1.2446,FVS FFE,41.2,FVS FFE,1.0,FVS FFE,1.0,FVS FFE,1931.0,TRY,NA,NA,50.0,TRY,4.6,TRY,38.063626,TRY,13.655172,TRY,NA,NA,2.0,TRY,17.452,TRY,126.66667,TRY,18.8,TRY,41.983681,TRY,0.7031972,TRY,0.68666667,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roystonea_spp.,331,Roy_Spp,NA,909,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
